Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,OverallSatisfaction,Income,PromotionRatio
36,No,Travel_Frequently,Research & Development,3,2,Medical,Male,1,Laboratory Technician,Single,4,No,12,3,0,13,3,8,7,7,2,2.8,Low,0.875
30,No,Non-Travel,Research & Development,9,3,Medical,Male,2,Laboratory Technician,Divorced,1,No,11,3,2,12,4,12,9,6,10,2.6,Low,0.5
45,No,Travel_Rarely,Sales,4,2,Life Sciences,Female,2,Sales Executive,Divorced,4,Yes,11,3,1,9,3,5,4,0,3,2.4,Medium,0.0
56,No,Travel_Rarely,Research & Development,8,3,Life Sciences,Female,1,Research Scientist,Divorced,4,Yes,18,3,1,19,3,2,2,2,2,2.6,Medium,1.0
33,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,1,Research Scientist,Single,0,No,14,3,0,4,2,3,1,0,2,3.0,Low,0.0
19,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,1,Laboratory Technician,Single,1,No,22,4,0,1,3,1,0,1,0,2.6,Low,1.0
46,No,Travel_Rarely,Sales,1,2,Marketing,Female,3,Sales Executive,Divorced,1,No,25,4,3,24,2,24,13,15,7,2.4,High,0.625
38,No,Travel_Rarely,Research & Development,9,2,Life Sciences,Female,1,Laboratory Technician,Single,1,No,12,3,0,2,3,2,2,2,1,3.2,Low,1.0
31,No,Travel_Rarely,Research & Development,12,1,Medical,Female,1,Research Scientist,Married,8,Yes,23,4,1,7,0,4,2,0,2,3.2,Medium,0.0
34,No,Travel_Rarely,Research & Development,27,2,Medical,Female,1,Research Scientist,Single,2,No,15,3,0,9,3,3,2,1,2,3.2,Low,0.3333333333333333
41,Yes,Travel_Rarely,Sales,20,2,Marketing,Female,1,Sales Representative,Single,1,Yes,22,4,0,4,5,4,3,0,2,2.6,Low,0.0
50,No,Travel_Rarely,Research & Development,1,3,Medical,Male,1,Laboratory Technician,Married,2,No,15,3,1,5,2,3,2,0,2,2.8,Medium,0.0
53,No,Travel_Rarely,Research & Development,13,2,Medical,Female,2,Manufacturing Director,Divorced,1,No,11,3,2,5,3,4,2,1,3,3.0,Medium,0.25
33,No,Travel_Rarely,Research & Development,14,3,Medical,Female,1,Research Scientist,Married,1,No,13,3,1,8,5,8,7,1,6,3.2,Low,0.125
40,No,Travel_Rarely,Research & Development,4,1,Medical,Female,5,Manager,Married,1,No,14,3,1,21,2,20,8,9,9,3.0,High,0.45
55,No,Travel_Rarely,Research & Development,14,4,Medical,Male,5,Research Director,Single,8,No,11,3,0,36,3,24,15,2,15,3.2,High,0.08333333333333333
34,No,Travel_Frequently,Research & Development,2,1,Life Sciences,Male,2,Manufacturing Director,Married,1,No,17,3,0,10,2,10,9,1,9,2.8,High,0.1
51,No,Travel_Rarely,Research & Development,3,3,Medical,Female,4,Healthcare Representative,Single,3,No,18,3,0,21,6,7,7,1,0,3.0,High,0.14285714285714285
52,No,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,5,Manager,Married,0,No,14,3,1,34,5,33,18,11,9,2.4,High,0.3333333333333333
27,No,Travel_Rarely,Research & Development,9,3,Medical,Female,1,Research Scientist,Single,1,No,16,3,0,7,2,7,7,0,3,3.0,Low,0.0
35,Yes,Travel_Rarely,Research & Development,23,2,Life Sciences,Male,2,Manufacturing Director,Married,3,Yes,13,3,0,8,1,1,0,0,1,2.2,Medium,0.0
43,No,Non-Travel,Research & Development,7,3,Medical,Male,1,Research Scientist,Divorced,4,No,14,3,3,7,3,5,4,2,2,4.0,Low,0.4
45,No,Non-Travel,Research & Development,2,2,Medical,Male,4,Manager,Married,9,No,23,4,1,22,1,20,8,11,8,2.8,High,0.55
37,No,Travel_Rarely,Research & Development,21,3,Life Sciences,Male,1,Research Scientist,Married,1,Yes,12,3,1,8,3,8,7,1,7,2.0,Low,0.125
35,No,Travel_Frequently,Research & Development,2,3,Medical,Female,2,Laboratory Technician,Single,5,No,11,3,0,10,5,6,2,1,2,2.8,Medium,0.16666666666666666
42,No,Non-Travel,Research & Development,21,2,Medical,Female,2,Manufacturing Director,Divorced,2,No,16,3,1,11,5,5,3,0,2,2.8,Medium,0.0
38,No,Travel_Rarely,Research & Development,2,4,Life Sciences,Male,2,Manufacturing Director,Married,9,No,14,3,0,14,3,1,0,0,0,3.0,High,0.0
38,No,Travel_Rarely,Research & Development,29,3,Technical Degree,Male,2,Manufacturing Director,Married,3,No,18,3,1,9,3,7,7,1,7,2.6,Medium,0.14285714285714285
27,No,Travel_Frequently,Research & Development,1,1,Technical Degree,Male,2,Manufacturing Director,Married,5,No,19,3,1,6,1,2,2,2,0,2.4,Medium,1.0
49,No,Non-Travel,Research & Development,18,4,Life Sciences,Male,2,Manufacturing Director,Divorced,1,Yes,15,3,2,7,0,7,7,1,7,3.0,High,0.14285714285714285
34,No,Travel_Frequently,Research & Development,10,4,Medical,Male,1,Research Scientist,Divorced,1,Yes,17,3,1,5,4,5,3,2,0,3.6,Medium,0.4
40,No,Travel_Rarely,Research & Development,19,2,Medical,Male,2,Laboratory Technician,Married,8,Yes,15,3,1,15,2,7,2,3,7,3.4,Low,0.42857142857142855
38,Yes,Travel_Rarely,Research & Development,29,1,Medical,Male,2,Healthcare Representative,Married,7,Yes,19,3,0,17,2,1,0,0,0,2.2,High,0.0
29,Yes,Travel_Rarely,Sales,27,3,Marketing,Female,3,Sales Executive,Married,1,No,22,4,3,10,3,10,4,1,9,3.0,High,0.1
22,No,Travel_Rarely,Research & Development,5,3,Life Sciences,Male,1,Research Scientist,Divorced,1,Yes,16,3,1,4,2,4,2,2,2,2.6,Low,0.5
36,No,Travel_Frequently,Research & Development,18,1,Medical,Female,1,Laboratory Technician,Single,1,No,13,3,0,8,2,8,1,1,7,2.6,Low,0.125
40,No,Non-Travel,Research & Development,9,5,Life Sciences,Male,2,Healthcare Representative,Married,9,No,14,3,1,5,5,3,2,0,2,3.0,Medium,0.0
46,No,Travel_Rarely,Research & Development,1,4,Medical,Male,3,Healthcare Representative,Divorced,7,No,16,3,1,17,3,4,2,0,3,2.8,High,0.0
32,Yes,Travel_Rarely,Sales,4,4,Medical,Male,3,Sales Executive,Married,1,No,11,3,0,14,2,14,8,9,8,2.8,High,0.6428571428571429
30,No,Non-Travel,Research & Development,1,1,Life Sciences,Male,3,Manufacturing Director,Single,1,No,22,4,0,12,2,11,8,5,8,2.8,High,0.45454545454545453
27,No,Travel_Frequently,Sales,20,3,Life Sciences,Female,2,Sales Executive,Single,1,No,14,3,0,7,2,7,7,0,7,3.4,High,0.0
51,No,Travel_Rarely,Research & Development,8,4,Life Sciences,Male,3,Research Director,Married,5,No,16,3,2,16,5,10,9,4,7,2.2,High,0.4
30,Yes,Travel_Rarely,Research & Development,3,3,Technical Degree,Female,1,Research Scientist,Single,5,Yes,11,3,0,8,5,5,2,0,4,2.8,Low,0.0
41,No,Travel_Rarely,Sales,6,3,Life Sciences,Female,3,Manager,Single,3,Yes,18,3,0,16,3,1,0,0,0,3.4,High,0.0
30,Yes,Travel_Frequently,Sales,26,4,Marketing,Female,2,Sales Executive,Single,5,No,15,3,0,9,5,6,3,0,1,2.2,High,0.0
29,Yes,Travel_Rarely,Research & Development,1,3,Technical Degree,Male,1,Research Scientist,Single,0,No,14,3,0,7,1,6,2,1,5,3.0,Low,0.16666666666666666
45,No,Non-Travel,Sales,6,3,Medical,Female,3,Sales Executive,Single,6,No,12,3,0,23,2,19,7,12,8,3.4,High,0.631578947368421
54,No,Travel_Rarely,Sales,3,3,Marketing,Female,2,Sales Executive,Married,2,No,14,3,1,16,4,6,2,0,5,3.0,Medium,0.0
36,No,Travel_Rarely,Research & Development,5,2,Life Sciences,Male,2,Laboratory Technician,Single,8,No,16,3,0,16,3,13,11,3,7,3.4,Medium,0.23076923076923078
33,No,Travel_Rarely,Research & Development,4,4,Medical,Female,1,Research Scientist,Married,6,No,21,4,0,7,3,3,2,1,1,2.8,Low,0.3333333333333333
37,No,Travel_Frequently,Research & Development,11,3,Other,Male,3,Research Director,Divorced,1,Yes,14,3,3,10,1,10,8,0,7,3.0,High,0.0
38,No,Travel_Rarely,Sales,3,3,Life Sciences,Male,3,Sales Executive,Divorced,0,No,12,3,2,17,6,16,10,5,13,2.4,High,0.3125
31,No,Non-Travel,Research & Development,1,4,Medical,Male,2,Manufacturing Director,Married,0,No,12,3,1,6,2,5,4,1,4,2.8,Medium,0.2
59,No,Travel_Rarely,Research & Development,3,3,Life Sciences,Male,1,Research Scientist,Married,3,No,17,3,1,7,6,1,0,0,0,2.6,Low,0.0
37,No,Travel_Frequently,Sales,4,4,Marketing,Male,1,Sales Representative,Divorced,4,No,17,3,1,13,2,9,8,5,8,2.8,Low,0.5555555555555556
29,No,Travel_Frequently,Sales,1,1,Medical,Female,3,Sales Executive,Married,1,No,14,3,1,11,5,11,10,4,1,3.2,High,0.36363636363636365
35,No,Travel_Frequently,Sales,1,3,Marketing,Female,3,Sales Executive,Single,1,No,14,3,0,10,3,10,7,0,8,2.8,High,0.0
29,Yes,Travel_Rarely,Research & Development,18,1,Medical,Male,1,Research Scientist,Single,1,Yes,13,3,0,4,3,4,3,0,1,2.8,Low,0.0
52,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,1,Laboratory Technician,Single,7,No,15,3,0,6,3,2,2,2,2,2.6,Low,1.0
42,No,Travel_Rarely,Research & Development,4,2,Technical Degree,Male,5,Manager,Married,1,No,11,3,0,22,3,22,17,11,15,3.4,High,0.5
59,No,Travel_Rarely,Human Resources,6,2,Medical,Male,1,Human Resources,Married,8,No,17,3,0,7,2,2,2,2,2,2.8,Low,1.0
50,No,Travel_Rarely,Sales,1,4,Medical,Female,5,Manager,Divorced,3,No,11,3,1,32,3,7,0,0,6,3.2,High,0.0
33,Yes,Travel_Rarely,Research & Development,14,3,Medical,Male,1,Laboratory Technician,Married,5,Yes,13,3,1,8,2,5,4,0,4,2.8,Low,0.0
43,No,Travel_Rarely,Sales,16,3,Marketing,Female,4,Manager,Married,5,Yes,22,4,1,22,3,17,13,1,9,3.4,High,0.058823529411764705
33,Yes,Travel_Rarely,Research & Development,2,2,Life Sciences,Female,1,Laboratory Technician,Married,7,No,20,4,0,13,3,9,7,1,7,2.0,Low,0.1111111111111111
52,No,Non-Travel,Sales,2,4,Life Sciences,Male,5,Manager,Single,1,Yes,18,3,0,33,2,33,7,15,12,2.8,High,0.45454545454545453
32,No,Travel_Rarely,Sales,4,2,Life Sciences,Female,1,Sales Representative,Married,2,No,11,3,1,6,5,4,3,1,2,2.4,Medium,0.25
32,Yes,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,1,Laboratory Technician,Single,0,Yes,14,3,0,4,2,3,2,1,2,2.8,Medium,0.3333333333333333
39,No,Travel_Rarely,Research & Development,1,4,Medical,Female,1,Laboratory Technician,Divorced,7,No,14,3,3,7,1,3,2,1,2,3.0,Low,0.3333333333333333
32,No,Non-Travel,Sales,26,4,Marketing,Male,2,Sales Executive,Married,0,No,18,3,0,4,2,3,2,2,2,2.8,Medium,0.6666666666666666
41,No,Travel_Rarely,Research & Development,19,2,Life Sciences,Male,2,Research Scientist,Divorced,2,No,16,3,2,17,2,1,0,0,0,2.0,Low,0.0
40,No,Travel_Rarely,Research & Development,24,2,Technical Degree,Male,2,Research Scientist,Divorced,1,No,17,3,2,9,3,9,8,4,7,2.4,Low,0.4444444444444444
45,No,Travel_Rarely,Research & Development,1,3,Other,Male,5,Manager,Married,0,No,11,3,1,25,2,24,0,1,7,3.4,High,0.041666666666666664
31,No,Travel_Frequently,Research & Development,3,4,Medical,Male,3,Research Director,Divorced,9,No,12,3,1,9,3,2,2,2,2,2.4,High,1.0
33,No,Travel_Rarely,Research & Development,5,4,Life Sciences,Female,1,Research Scientist,Married,1,No,13,3,1,2,2,2,2,0,2,2.8,Low,0.0
34,No,Travel_Rarely,Research & Development,2,4,Life Sciences,Male,2,Manufacturing Director,Married,6,No,13,3,1,13,3,11,9,5,9,2.4,Medium,0.45454545454545453
37,No,Travel_Rarely,Research & Development,1,2,Medical,Female,1,Research Scientist,Married,2,No,14,3,1,17,2,3,1,0,2,1.8,Medium,0.0
45,No,Travel_Frequently,Research & Development,7,4,Life Sciences,Male,2,Manufacturing Director,Married,4,No,17,3,1,9,1,3,2,0,2,3.0,Medium,0.0
37,Yes,Travel_Frequently,Research & Development,10,3,Medical,Male,3,Manufacturing Director,Divorced,6,No,11,3,2,17,5,1,0,0,0,2.4,High,0.0
39,No,Travel_Frequently,Research & Development,2,4,Technical Degree,Female,3,Healthcare Representative,Single,0,No,25,4,0,20,1,19,6,11,8,3.2,High,0.5789473684210527
29,No,Travel_Rarely,Research & Development,15,3,Life Sciences,Male,1,Research Scientist,Single,1,No,19,3,0,6,1,6,5,1,5,2.8,Low,0.16666666666666666
42,No,Travel_Rarely,Research & Development,17,2,Life Sciences,Female,2,Research Scientist,Single,3,Yes,13,3,0,10,1,3,2,0,2,3.0,High,0.0
29,No,Travel_Rarely,Sales,20,2,Marketing,Male,2,Sales Executive,Divorced,2,No,14,3,1,10,2,3,2,0,2,3.6,High,0.0
25,No,Travel_Rarely,Research & Development,1,3,Life Sciences,Female,2,Manufacturing Director,Married,0,No,12,3,2,5,3,4,2,1,2,2.8,Medium,0.25
42,No,Travel_Rarely,Research & Development,2,3,Medical,Female,1,Laboratory Technician,Divorced,0,Yes,11,3,1,10,4,9,6,7,8,2.6,Low,0.7777777777777778
40,No,Travel_Rarely,Research & Development,2,2,Medical,Male,5,Research Director,Divorced,0,No,19,3,1,22,5,21,7,3,9,2.8,High,0.14285714285714285
51,No,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,1,Research Scientist,Married,1,No,11,3,0,1,0,1,0,0,0,2.8,Low,0.0
31,Yes,Travel_Frequently,Research & Development,29,2,Medical,Male,1,Laboratory Technician,Single,0,No,11,3,0,6,2,5,4,1,4,2.6,Low,0.2
32,No,Travel_Frequently,Research & Development,7,3,Life Sciences,Male,1,Laboratory Technician,Married,1,No,20,4,0,5,3,5,1,0,3,2.4,Low,0.0
38,No,Non-Travel,Sales,2,2,Life Sciences,Male,2,Sales Executive,Married,3,No,18,3,1,13,0,8,7,7,5,3.4,Medium,0.875
32,No,Travel_Rarely,Research & Development,2,1,Technical Degree,Male,2,Laboratory Technician,Single,4,No,13,3,0,9,5,6,2,0,4,2.8,Low,0.0
46,No,Travel_Rarely,Sales,2,3,Technical Degree,Female,4,Manager,Married,3,Yes,12,3,1,28,2,7,7,7,7,2.0,High,1.0
28,Yes,Travel_Rarely,Research & Development,2,4,Life Sciences,Male,1,Laboratory Technician,Single,2,No,11,3,0,5,5,0,0,0,0,2.2,Low,0.0
29,No,Travel_Rarely,Sales,2,3,Medical,Male,2,Sales Executive,Married,2,No,19,3,2,10,2,0,0,0,0,2.0,High,0.0
31,No,Travel_Rarely,Research & Development,23,3,Medical,Male,2,Healthcare Representative,Married,0,No,21,4,1,10,2,9,0,7,8,2.6,Medium,0.7777777777777778
25,No,Non-Travel,Research & Development,5,2,Life Sciences,Male,2,Healthcare Representative,Divorced,1,No,12,3,2,6,2,6,3,1,5,2.8,Medium,0.16666666666666666
45,No,Travel_Rarely,Research & Development,20,2,Medical,Male,4,Healthcare Representative,Married,0,Yes,14,3,0,21,2,20,7,4,10,3.0,High,0.2
36,No,Travel_Rarely,Research & Development,6,3,Life Sciences,Male,1,Laboratory Technician,Married,0,No,11,3,1,16,4,15,13,10,11,3.4,Low,0.6666666666666666
55,No,Travel_Rarely,Research & Development,1,3,Medical,Male,5,Manager,Single,0,Yes,14,3,0,37,2,36,10,4,13,2.8,High,0.1111111111111111
47,Yes,Non-Travel,Research & Development,29,4,Life Sciences,Male,3,Manager,Married,1,Yes,12,3,1,10,2,10,7,9,9,2.4,High,0.9
28,No,Travel_Rarely,Research & Development,9,3,Medical,Male,1,Research Scientist,Married,1,No,23,4,1,5,3,5,2,0,4,3.4,Low,0.0
37,No,Travel_Rarely,Sales,6,4,Medical,Male,2,Sales Executive,Married,4,No,14,3,1,7,5,5,4,0,1,3.2,Medium,0.0
21,No,Travel_Rarely,Research & Development,3,2,Medical,Male,1,Research Scientist,Single,1,No,17,3,0,3,4,3,2,1,0,2.8,Low,0.3333333333333333
37,No,Non-Travel,Research & Development,1,4,Medical,Female,3,Research Director,Divorced,2,Yes,18,3,2,15,2,5,2,0,2,2.4,High,0.0
35,No,Travel_Rarely,Research & Development,22,3,Life Sciences,Female,3,Manager,Divorced,7,No,18,3,1,10,6,7,7,6,2,2.4,High,0.8571428571428571
38,No,Travel_Rarely,Sales,7,2,Medical,Female,2,Sales Executive,Divorced,1,Yes,24,4,1,8,3,8,0,7,7,2.4,Medium,0.875
26,No,Travel_Frequently,Research & Development,1,3,Life Sciences,Female,2,Manufacturing Director,Divorced,1,No,20,4,1,6,6,6,5,1,4,2.0,Medium,0.16666666666666666
50,No,Travel_Rarely,Research & Development,4,1,Life Sciences,Male,5,Research Director,Divorced,3,No,14,3,2,28,4,10,4,1,6,1.8,High,0.1
53,No,Travel_Rarely,Research & Development,3,4,Medical,Male,4,Research Director,Married,3,Yes,16,3,3,21,5,5,3,1,3,3.0,High,0.2
42,No,Travel_Rarely,Sales,1,1,Life Sciences,Male,2,Sales Executive,Married,1,No,25,4,0,20,3,20,16,11,6,2.8,Medium,0.55
29,No,Travel_Frequently,Sales,2,2,Life Sciences,Male,2,Sales Executive,Single,1,No,18,3,0,10,3,10,7,0,9,2.4,Medium,0.0
55,No,Travel_Rarely,Research & Development,20,2,Technical Degree,Male,2,Laboratory Technician,Married,3,Yes,19,3,1,12,4,10,7,0,8,3.2,Medium,0.0
26,No,Travel_Frequently,Research & Development,11,2,Medical,Male,2,Healthcare Representative,Married,1,Yes,13,3,1,5,3,5,3,3,3,2.2,Medium,0.6
37,No,Travel_Rarely,Research & Development,1,3,Life Sciences,Female,1,Research Scientist,Single,1,No,12,3,0,17,3,17,12,5,7,3.2,Low,0.29411764705882354
44,Yes,Travel_Frequently,Research & Development,24,3,Life Sciences,Male,1,Laboratory Technician,Divorced,3,Yes,22,4,1,19,0,1,0,0,0,3.0,Low,0.0
38,No,Travel_Rarely,Research & Development,23,4,Life Sciences,Male,2,Healthcare Representative,Divorced,9,No,14,3,1,10,2,2,2,1,2,3.2,Medium,0.5
26,Yes,Travel_Rarely,Research & Development,16,4,Medical,Male,1,Laboratory Technician,Divorced,2,Yes,13,3,1,5,2,3,2,0,2,2.6,Low,0.0
28,No,Travel_Rarely,Research & Development,8,2,Life Sciences,Female,1,Research Scientist,Single,1,No,21,4,0,5,3,5,3,0,2,3.6,Low,0.0
49,No,Travel_Frequently,Research & Development,10,4,Life Sciences,Female,5,Research Director,Single,9,Yes,11,3,0,22,4,3,2,1,2,2.8,High,0.3333333333333333
36,No,Travel_Rarely,Research & Development,3,3,Technical Degree,Male,2,Research Scientist,Single,4,No,12,3,0,10,2,8,0,7,7,3.0,Medium,0.875
31,No,Travel_Frequently,Sales,5,3,Marketing,Female,1,Sales Representative,Divorced,1,No,11,3,1,2,5,2,2,2,2,2.8,Low,1.0
26,Yes,Travel_Rarely,Sales,4,4,Marketing,Male,2,Sales Executive,Single,1,Yes,12,3,0,8,0,8,7,7,4,3.0,Medium,0.875
37,No,Travel_Frequently,Research & Development,9,3,Medical,Male,1,Research Scientist,Married,1,Yes,12,3,3,4,3,4,2,1,2,2.8,Low,0.25
42,No,Travel_Frequently,Sales,26,3,Marketing,Female,4,Sales Executive,Married,5,No,14,3,1,23,2,20,4,4,8,3.2,High,0.2
18,Yes,Travel_Rarely,Research & Development,3,3,Life Sciences,Male,1,Laboratory Technician,Single,1,No,13,3,0,0,2,0,0,0,0,3.0,Low,0.0
35,No,Travel_Rarely,Sales,16,3,Marketing,Male,3,Sales Executive,Married,0,No,15,3,2,12,3,11,9,6,9,2.6,High,0.5454545454545454
36,No,Travel_Frequently,Research & Development,18,4,Life Sciences,Male,1,Laboratory Technician,Married,4,No,18,3,2,4,2,1,0,0,0,3.6,Medium,0.0
51,No,Travel_Rarely,Research & Development,2,3,Medical,Male,2,Manufacturing Director,Divorced,5,No,18,3,1,13,3,4,1,1,2,2.8,Medium,0.25
41,No,Travel_Rarely,Sales,2,4,Life Sciences,Male,4,Manager,Single,1,No,19,3,0,22,2,22,10,0,4,2.8,High,0.0
18,No,Travel_Rarely,Sales,10,3,Medical,Female,1,Sales Representative,Single,1,No,12,3,0,0,2,0,0,0,0,2.6,Low,0.0
28,No,Travel_Rarely,Research & Development,16,2,Medical,Male,2,Healthcare Representative,Single,0,No,19,3,0,9,2,8,3,0,7,2.6,Medium,0.0
31,No,Travel_Rarely,Sales,7,3,Technical Degree,Male,2,Sales Executive,Married,4,No,11,3,1,10,3,8,7,7,7,2.8,High,0.875
39,No,Travel_Rarely,Research & Development,1,3,Medical,Male,3,Healthcare Representative,Divorced,0,No,17,3,3,19,5,18,10,3,7,2.8,High,0.16666666666666666
36,No,Non-Travel,Research & Development,24,4,Life Sciences,Female,2,Laboratory Technician,Married,7,No,15,3,1,11,3,9,8,0,8,2.6,Medium,0.0
32,No,Travel_Rarely,Sales,7,3,Life Sciences,Male,2,Sales Executive,Married,1,No,14,3,1,13,3,13,8,4,8,2.8,Medium,0.3076923076923077
38,No,Travel_Rarely,Research & Development,25,2,Life Sciences,Female,3,Research Director,Married,3,No,17,3,1,19,2,10,8,0,1,2.2,High,0.0
58,No,Non-Travel,Research & Development,1,4,Life Sciences,Male,2,Healthcare Representative,Divorced,2,Yes,13,3,1,12,2,5,3,1,2,3.0,Medium,0.2
31,No,Travel_Rarely,Research & Development,5,4,Technical Degree,Male,1,Research Scientist,Married,0,Yes,12,3,1,6,4,5,2,0,3,3.2,Medium,0.0
31,No,Travel_Rarely,Human Resources,2,3,Human Resources,Male,2,Human Resources,Married,3,No,12,3,0,9,1,2,2,1,0,2.2,Medium,0.5
45,No,Travel_Frequently,Research & Development,7,3,Life Sciences,Male,3,Laboratory Technician,Divorced,1,No,18,3,1,24,2,24,9,9,11,1.8,Medium,0.375
31,No,Travel_Rarely,Research & Development,2,4,Life Sciences,Male,1,Research Scientist,Divorced,0,Yes,18,3,1,3,2,2,2,2,2,2.6,Low,1.0
33,No,Travel_Frequently,Research & Development,5,4,Life Sciences,Female,3,Manager,Married,6,No,11,3,2,12,2,10,6,8,8,2.8,High,0.8
39,No,Travel_Rarely,Research & Development,10,1,Medical,Male,4,Manager,Married,1,Yes,14,3,0,21,3,21,9,11,10,2.8,High,0.5238095238095238
43,No,Travel_Frequently,Research & Development,10,4,Life Sciences,Female,1,Laboratory Technician,Single,0,No,19,3,0,9,5,8,7,1,7,2.8,Low,0.125
49,No,Travel_Rarely,Research & Development,1,2,Technical Degree,Female,4,Healthcare Representative,Single,7,Yes,12,3,0,25,2,7,1,0,7,3.0,High,0.0
52,Yes,Travel_Rarely,Research & Development,8,4,Medical,Male,2,Research Scientist,Married,2,No,15,3,0,11,3,8,2,7,7,2.0,Medium,0.875
27,No,Travel_Rarely,Research & Development,5,3,Life Sciences,Female,1,Research Scientist,Single,1,Yes,12,3,0,4,2,4,3,1,2,2.4,Low,0.25
32,No,Travel_Rarely,Sales,8,2,Technical Degree,Female,2,Sales Executive,Married,1,Yes,11,3,0,13,2,13,12,11,9,2.8,Medium,0.8461538461538461
27,No,Travel_Rarely,Sales,2,3,Life Sciences,Male,2,Sales Executive,Single,1,Yes,11,3,0,5,3,5,4,0,4,2.8,Medium,0.0
31,No,Travel_Rarely,Sales,7,3,Marketing,Male,2,Sales Executive,Divorced,4,No,12,3,3,13,3,7,7,1,7,3.6,High,0.14285714285714285
32,No,Travel_Rarely,Research & Development,2,4,Medical,Female,2,Research Scientist,Single,7,No,16,3,0,10,0,7,7,0,7,2.8,Medium,0.0
28,Yes,Travel_Rarely,Research & Development,2,4,Medical,Male,1,Research Scientist,Married,5,Yes,13,3,0,5,4,3,2,2,2,2.4,Low,0.6666666666666666
30,No,Travel_Rarely,Research & Development,28,2,Medical,Female,2,Research Scientist,Married,1,No,13,3,2,11,2,10,8,1,9,3.6,Medium,0.1
31,No,Travel_Frequently,Research & Development,7,2,Life Sciences,Female,3,Manufacturing Director,Married,1,No,24,4,1,10,2,10,9,8,9,2.4,High,0.8
39,No,Travel_Frequently,Research & Development,7,2,Medical,Male,5,Manager,Married,1,No,15,3,1,21,2,21,9,13,3,2.6,High,0.6190476190476191
39,Yes,Travel_Rarely,Sales,3,2,Medical,Female,2,Sales Executive,Married,4,Yes,18,3,0,12,3,1,0,0,0,2.6,Medium,0.0
33,No,Travel_Frequently,Sales,10,3,Marketing,Male,2,Sales Executive,Single,3,No,14,3,0,9,6,7,7,0,1,2.6,Medium,0.0
47,No,Travel_Rarely,Research & Development,5,5,Life Sciences,Male,5,Research Director,Married,4,No,11,3,1,21,2,3,2,1,1,3.0,High,0.3333333333333333
43,No,Travel_Frequently,Research & Development,10,4,Life Sciences,Female,2,Laboratory Technician,Divorced,1,No,11,3,1,9,3,9,7,0,0,2.8,Medium,0.0
27,No,Non-Travel,Sales,1,1,Marketing,Male,2,Sales Executive,Married,0,Yes,13,3,1,6,0,5,4,1,4,3.0,Medium,0.2
54,No,Travel_Frequently,Research & Development,20,4,Life Sciences,Female,2,Research Scientist,Single,3,No,12,3,0,20,4,4,3,0,3,3.2,Medium,0.0
43,No,Travel_Rarely,Research & Development,7,3,Life Sciences,Female,3,Healthcare Representative,Married,8,No,16,3,1,10,1,1,0,0,0,2.0,High,0.0
45,No,Travel_Rarely,Research & Development,8,4,Other,Male,2,Research Scientist,Married,9,No,14,3,2,12,3,10,9,9,8,3.0,Medium,0.9
